Document,L0 Out of Scope-L0 Out of Scope,L0 Out of Scope-L0 Heading,L0 Out of Scope-L1 Background,L0 Out of Scope-L1 Analysis,L0 Out of Scope-L2 Introductory Summary,L0 Out of Scope-L2 Outcome,L0 Out of Scope-Not Marked,L0 Heading-L0 Out of Scope,L0 Heading-L0 Heading,L0 Heading-L1 Background,L0 Heading-L1 Analysis,L0 Heading-L2 Introductory Summary,L0 Heading-L2 Outcome,L0 Heading-Not Marked,L1 Background-L0 Out of Scope,L1 Background-L0 Heading,L1 Background-L1 Background,L1 Background-L1 Analysis,L1 Background-L2 Introductory Summary,L1 Background-L2 Outcome,L1 Background-Not Marked,L1 Analysis-L0 Out of Scope,L1 Analysis-L0 Heading,L1 Analysis-L1 Background,L1 Analysis-L1 Analysis,L1 Analysis-L2 Introductory Summary,L1 Analysis-L2 Outcome,L1 Analysis-Not Marked,L2 Introductory Summary-L0 Out of Scope,L2 Introductory Summary-L0 Heading,L2 Introductory Summary-L1 Background,L2 Introductory Summary-L1 Analysis,L2 Introductory Summary-L2 Introductory Summary,L2 Introductory Summary-L2 Outcome,L2 Introductory Summary-Not Marked,L2 Outcome-L0 Out of Scope,L2 Outcome-L0 Heading,L2 Outcome-L1 Background,L2 Outcome-L1 Analysis,L2 Outcome-L2 Introductory Summary,L2 Outcome-L2 Outcome,L2 Outcome-Not Marked,Not Marked-L0 Out of Scope,Not Marked-L0 Heading,Not Marked-L1 Background,Not Marked-L1 Analysis,Not Marked-L2 Introductory Summary,Not Marked-L2 Outcome,Not Marked-Not Marked
United_States-EN-1-13.txt,371,0,0,0,0,0,0,0,594,0,2,0,0,0,0,5,11464,0,2,0,0,0,14,0,47409,0,0,0,0,0,0,0,553,0,0,0,1,0,0,0,412,0,4,0,3,7,0,1,3
United_States-EN-1-11.txt,417,0,0,0,0,0,0,0,194,0,2,0,0,0,0,1,2868,0,0,0,0,0,10,0,16777,0,0,0,0,2,0,0,412,0,0,0,2,0,0,0,254,0,4,0,153,8,1,2,7
United_States-EN-1-9.txt,488,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3780,0,511,0,0,0,0,0,657,0,0,0,0,0,0,0,426,1,11,0,0,6,2,8,3
United_States-EN-1-16.txt,593,0,0,0,0,0,0,0,266,0,0,0,0,0,0,28,36700,0,0,0,0,0,379,0,74923,0,0,0,0,0,0,0,1159,0,0,0,13,0,0,0,1396,0,4,0,2,5,7,1,7
United_States-EN-1-12.txt,388,0,0,0,0,0,0,0,482,0,2,0,0,0,0,1,5490,0,1,0,0,0,15,1804,34302,0,0,1,0,0,0,0,1326,0,0,0,1,0,0,0,688,0,3,0,2,6,0,1,7
United_States-EN-1-17.txt,596,0,0,0,0,0,2,0,492,0,0,0,0,0,0,1,7820,0,0,0,0,0,51,0,29265,0,0,0,0,0,0,0,546,0,0,0,1,0,0,0,819,0,4,0,2,5,1,1,66
United_States-EN-1-14.txt,4130,0,0,0,0,0,0,0,29,0,4,0,0,0,2,4,0,12114,3628,0,2,0,2,0,28625,0,0,0,0,1,0,0,432,0,0,0,1,0,0,0,916,0,3,0,0,4,0,1,10
United_States-EN-1-15.txt,2257,0,0,0,0,0,1,0,257,0,0,0,0,0,0,1,3347,0,1,0,0,0,91,0,16357,0,0,0,0,0,0,0,321,0,0,0,1,0,1,0,188,0,2,0,1,3,0,0,14
United_States-EN-1-18.txt,468,0,0,0,0,530,1,0,246,1,21,0,0,0,0,2,5920,0,0,0,0,0,10,4392,21443,0,0,1,0,0,0,0,2146,0,0,0,1,0,0,0,195,0,2,0,5,6,2,1,6
United_States-EN-1-24.txt,488,0,82,0,0,17,1,0,325,1,1,1,0,0,0,2,6036,0,0,0,0,0,15,0,27916,0,0,0,0,0,0,0,605,0,0,0,1,0,0,0,1196,0,2,0,5,3,0,2,9
United_States-EN-1-32.txt,441,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,2783,0,0,0,0,0,12,0,62292,0,0,0,0,0,1026,0,0,0,0,0,1,0,1,0,1654,0,4,5,3,4,0,0,7
United_States-EN-1-23.txt,379,0,0,0,0,0,0,0,533,1,0,0,0,0,0,4,14311,0,3,0,0,0,20,4523,29336,0,0,3,0,0,17,0,582,0,0,0,1,0,0,0,1113,0,25,0,2,3,1,2,30
United_States-EN-1-21.txt,327,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2,5703,0,1,0,0,0,2,0,1770,0,0,0,0,0,0,0,911,0,0,0,1,0,0,0,467,0,2,0,1,0,0,1,12
United_States-EN-1-19.txt,366,0,0,0,0,0,3,0,141,0,3,0,0,0,0,1,3933,0,5,0,0,0,4,0,34868,0,0,0,0,1,0,0,387,0,0,0,1,0,0,0,114,0,1,0,1,4,0,1,9
