Document,L0 Out of Scope-L0 Out of Scope,L0 Out of Scope-L0 Heading,L0 Out of Scope-L1 Background,L0 Out of Scope-L1 Analysis,L0 Out of Scope-L2 Introductory Summary,L0 Out of Scope-L2 Outcome,L0 Out of Scope-Not Marked,L0 Heading-L0 Out of Scope,L0 Heading-L0 Heading,L0 Heading-L1 Background,L0 Heading-L1 Analysis,L0 Heading-L2 Introductory Summary,L0 Heading-L2 Outcome,L0 Heading-Not Marked,L1 Background-L0 Out of Scope,L1 Background-L0 Heading,L1 Background-L1 Background,L1 Background-L1 Analysis,L1 Background-L2 Introductory Summary,L1 Background-L2 Outcome,L1 Background-Not Marked,L1 Analysis-L0 Out of Scope,L1 Analysis-L0 Heading,L1 Analysis-L1 Background,L1 Analysis-L1 Analysis,L1 Analysis-L2 Introductory Summary,L1 Analysis-L2 Outcome,L1 Analysis-Not Marked,L2 Introductory Summary-L0 Out of Scope,L2 Introductory Summary-L0 Heading,L2 Introductory Summary-L1 Background,L2 Introductory Summary-L1 Analysis,L2 Introductory Summary-L2 Introductory Summary,L2 Introductory Summary-L2 Outcome,L2 Introductory Summary-Not Marked,L2 Outcome-L0 Out of Scope,L2 Outcome-L0 Heading,L2 Outcome-L1 Background,L2 Outcome-L1 Analysis,L2 Outcome-L2 Introductory Summary,L2 Outcome-L2 Outcome,L2 Outcome-Not Marked,Not Marked-L0 Out of Scope,Not Marked-L0 Heading,Not Marked-L1 Background,Not Marked-L1 Analysis,Not Marked-L2 Introductory Summary,Not Marked-L2 Outcome,Not Marked-Not Marked
France-FR-1-42.txt,3322,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,876,0,0,0,0,1,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,0,0,3,0,0,8
France-FR-1-43.txt,237,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1177,0,0,0,0,0,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,105,0,0,0,0,0,0,0,11
France-FR-1-44.txt,3763,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,846,0,0,0,0,3,0,0,8
France-FR-1-45.txt,236,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,1101,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,236,0,0,0,0,3,0,0,8
France-FR-1-46.txt,233,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,1401,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,152,0,0,0,0,1,0,0,4
France-FR-1-47.txt,235,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,104,0,1,0,0,0,0,0,10
France-FR-1-48.txt,232,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,0,1,0,0,0,0,0,4
France-FR-1-49.txt,5306,0,0,0,0,0,5,0,145,0,0,0,0,0,0,1,0,1892,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,181,0,0,3,0,632,3,5,0,0,3,0,0,3
France-FR-1-50.txt,233,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1246,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,105,0,0,0,0,0,0,0,11
France-FR-1-51.txt,5793,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,542,0,0,0,0,1,0,0,4
France-FR-1-52.txt,232,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,187,0,1,0,0,6,0,0,4
France-FR-1-53.txt,236,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1686,0,0,0,0,0,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,105,0,0,0,0,0,0,0,5
France-FR-1-54.txt,249,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,143,0,1,0,0,3,0,0,7
France-FR-1-55.txt,5836,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,1772,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,936,0,0,0,0,3,0,0,8
France-FR-1-56.txt,251,0,0,82,0,0,5,0,16,0,92,0,0,0,0,0,0,600,0,0,0,0,1,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,136,0,0,0,0,6,0,0,3
France-FR-1-57.txt,234,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,105,0,1,0,0,0,0,0,9
France-FR-1-58.txt,6100,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1334,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,631,0,0,0,0,3,0,0,7
France-FR-1-59.txt,4518,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,603,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,771,0,0,0,0,3,0,0,7
France-FR-1-60.txt,8482,0,0,0,0,0,0,0,16,126,0,0,0,0,0,0,225,0,0,0,0,0,0,191,199,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,732,0,1,0,3,0,0,0,6
France-FR-1-61.txt,10020,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,2594,0,0,0,0,0,0,0,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,664,0,1,0,0,0,0,0,9
France-FR-1-62.txt,1757,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,644,0,0,0,0,1,0,0,3
France-FR-1-63.txt,12355,0,0,0,0,0,4,0,136,0,0,0,0,0,0,0,0,1264,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,633,0,0,0,0,3,0,0,6
France-FR-1-64.txt,10374,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,2559,0,0,0,0,0,1,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,145,0,0,0,0,0,0,0,10
France-FR-1-65.txt,5644,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,565,0,0,0,0,0,1,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,89,0,1,0,0,0,0,0,9
France-FR-1-66.txt,8699,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,858,0,0,0,0,0,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,595,0,0,0,0,1,0,0,3
France-FR-1-68.txt,7960,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,977,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,694,0,1,0,0,1,0,0,3
France-FR-1-67.txt,234,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,855,0,0,0,0,0,1,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,0,0,0,0,0,0,0,4
France-FR-1-69.txt,9794,0,0,0,0,0,4,0,37,0,0,0,0,0,0,0,456,2154,0,0,4,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,205,0,0,0,0,4,0,0,7
France-FR-1-70.txt,4375,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,507,1527,0,0,3,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,219,0,0,0,0,3,0,0,7
France-FR-1-71.txt,18568,0,0,0,0,0,0,0,167,0,56,0,0,0,0,0,632,0,0,0,0,0,1,0,4811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1113,0,1,0,0,0,0,0,3
France-FR-1-77.txt,68452,0,0,0,0,0,0,0,657,0,0,0,0,0,579,0,1213,0,0,0,3,0,1,0,26500,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,223,0,3,0,0,0,0,0,6
